AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags,x_ResourceGroupName
us-ashburn-1-a,87.40,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-09 23:59:59,2026-08-09 00:00:00,,,,,24,Hours,87.40,3.542000,87.40,INV-ORA-202608,Oracle,87.40,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,142.51,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,142.51,5.927000,142.51,INV-GOO-202608,Google,142.51,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,291.56,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,291.56,11.854000,291.56,INV-GOO-202608,Google,291.56,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,36.20,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,36.20,1.479000,36.20,INV-GOO-202608,Google,36.20,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,45.33,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,2300,GB-Mo,45.33,0.020000,45.33,INV-GOO-202608,Google,45.33,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,96.85,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,96.85,3.958000,96.85,INV-GOO-202608,Google,96.85,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,179.80,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,179.80,7.500000,179.80,INV-MIC-202608,Microsoft,179.80,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,366.62,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,366.62,15.000000,366.62,INV-MIC-202608,Microsoft,366.62,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,55.81,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,55.81,2.292000,55.81,INV-MIC-202608,Microsoft,55.81,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,207.97,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,207.97,8.750000,207.97,INV-AWS-202608,AWS,207.97,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,63.50,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,2826,GB-Mo,63.50,0.023000,63.50,INV-AWS-202608,AWS,63.50,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,123.33,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,123.33,5.000000,123.33,INV-AWS-202608,AWS,123.33,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,83.17,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-10 23:59:59,2026-08-10 00:00:00,,,,,24,Hours,83.17,3.542000,83.17,INV-ORA-202608,Oracle,83.17,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,146.23,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,146.23,5.927000,146.23,INV-GOO-202608,Google,146.23,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,290.65,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,290.65,11.854000,290.65,INV-GOO-202608,Google,290.65,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,35.98,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,35.98,1.479000,35.98,INV-GOO-202608,Google,35.98,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,47.32,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,2300,GB-Mo,47.32,0.020000,47.32,INV-GOO-202608,Google,47.32,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,97.66,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,97.66,3.958000,97.66,INV-GOO-202608,Google,97.66,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,183.29,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,183.29,7.500000,183.29,INV-MIC-202608,Microsoft,183.29,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,357.10,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,357.10,15.000000,357.10,INV-MIC-202608,Microsoft,357.10,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,55.96,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,55.96,2.292000,55.96,INV-MIC-202608,Microsoft,55.96,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,203.88,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,203.88,8.750000,203.88,INV-AWS-202608,AWS,203.88,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,65.14,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,2826,GB-Mo,65.14,0.023000,65.14,INV-AWS-202608,AWS,65.14,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,119.67,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,119.67,5.000000,119.67,INV-AWS-202608,AWS,119.67,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,85.88,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-11 23:59:59,2026-08-11 00:00:00,,,,,24,Hours,85.88,3.542000,85.88,INV-ORA-202608,Oracle,85.88,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,143.72,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,143.72,5.927000,143.72,INV-GOO-202608,Google,143.72,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,285.94,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,285.94,11.854000,285.94,INV-GOO-202608,Google,285.94,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,36.19,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,36.19,1.479000,36.19,INV-GOO-202608,Google,36.19,1.479000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-b/instances/batch-worker-01,batch-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-D2-01,SKUP-SKU-GCP-D2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,47.22,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud Storage usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,2300,GB-Mo,47.22,0.020000,47.22,INV-GOO-202608,Google,47.22,0.020000,OnDemand,2300,GB-Mo,Google,Google,us-central1,us-central1,projects/prod-analytics/buckets/analytics-lakehouse,analytics-lakehouse,storage/bucket,Storage,Cloud Storage,SKU-GCP-GCS-01,SKUP-SKU-GCP-GCS-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,92.77,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Cloud SQL usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,92.77,3.958000,92.77,INV-GOO-202608,Google,92.77,3.958000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/instances/analytics-db-01,analytics-db-01,sql/database,Database,Cloud SQL,SKU-GCP-SQL-01,SKUP-SKU-GCP-SQL-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
eastus-a,177.13,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,177.13,7.500000,177.13,INV-MIC-202608,Microsoft,177.13,7.500000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm1,core-app-vm1,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-D4S,SKUP-SKU-AZ-D4S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,349.74,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,Virtual Machines usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,349.74,15.000000,349.74,INV-MIC-202608,Microsoft,349.74,15.000000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Compute/virtualMachines/core-app-vm2,core-app-vm2,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,SKU-AZ-E8S,SKUP-SKU-AZ-E8S,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
eastus-a,56.27,BA-AZ-002,Enterprise Microsoft,USD,2026-08-31,2026-08-01,Usage,,SQL Database usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,56.27,2.292000,56.27,INV-MIC-202608,Microsoft,56.27,2.292000,OnDemand,24,Hours,Microsoft,Microsoft,eastus,eastus,/subscriptions/sub-az-core-services/resourceGroups/rg-core-services/providers/Microsoft.Sql/servers/sql-core/databases/db-core,db-core,Microsoft.Sql/servers/databases,Database,SQL Database,SKU-AZ-SQL-GP,SKUP-SKU-AZ-SQL-GP,sub-az-core-services,core-services,"{""team"": ""core-services"", ""provider"": ""Microsoft"", ""env"": ""prod""}",rg-core-services
us-east-1-a,210.77,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Elastic Compute Cloud usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,210.77,8.750000,210.77,INV-AWS-202608,AWS,210.77,8.750000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:ec2:us-east-1:123456789012:instance/i-0a1b2c3d4e5f6g7h8,marketing-worker-01,AWS::EC2::Instance,Compute,Amazon Elastic Compute Cloud,SKU-AWS-M5-2XL,SKUP-SKU-AWS-M5-2XL,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,66.62,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Simple Storage Service usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,2826,GB-Mo,66.62,0.023000,66.62,INV-AWS-202608,AWS,66.62,0.023000,OnDemand,2826,GB-Mo,AWS,AWS,us-east-1,us-east-1,arn:aws:s3:::marketing-assets-prod,marketing-assets-prod,AWS::S3::Bucket,Storage,Amazon Simple Storage Service,SKU-AWS-S3-STD,SKUP-SKU-AWS-S3-STD,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-east-1-a,117.99,BA-AWS-003,Enterprise AWS,USD,2026-08-31,2026-08-01,Usage,,Amazon Relational Database Service usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,117.99,5.000000,117.99,INV-AWS-202608,AWS,117.99,5.000000,OnDemand,24,Hours,AWS,AWS,us-east-1,us-east-1,arn:aws:rds:us-east-1:123456789012:db:marketing-db,marketing-db,AWS::RDS::DBInstance,Database,Amazon Relational Database Service,SKU-AWS-RDS-M5L,SKUP-SKU-AWS-RDS-M5L,sub-aws-marketing,marketing-ai,"{""team"": ""marketing-ai"", ""provider"": ""AWS"", ""env"": ""prod""}",rg-marketing-prod
us-ashburn-1-a,82.77,BA-OCI-004,Enterprise Oracle,USD,2026-08-31,2026-08-01,Usage,,OCI Compute usage,Usage,2026-08-12 23:59:59,2026-08-12 00:00:00,,,,,24,Hours,82.77,3.542000,82.77,INV-ORA-202608,Oracle,82.77,3.542000,OnDemand,24,Hours,Oracle,Oracle,us-ashburn-1,us-ashburn-1,ocid1.instance.oc1.iad.anuwcljrn7x01,oci-worker-01,oci:compute:instance,Compute,OCI Compute,SKU-OCI-E4-FLEX,SKUP-SKU-OCI-E4-FLEX,sub-oci-dw,data-platform,"{""team"": ""data-platform"", ""provider"": ""Oracle"", ""env"": ""prod""}",rg-oci-dw
us-central1-a,145.01,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,145.01,5.927000,145.01,INV-GOO-202608,Google,145.01,5.927000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-01,analytics-worker-01,compute/instance,Compute,Compute Engine,SKU-GCP-N2-01,SKUP-SKU-GCP-N2-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
us-central1-a,291.49,BA-GCP-001,Enterprise Google,USD,2026-08-31,2026-08-01,Usage,,Compute Engine usage,Usage,2026-08-13 23:59:59,2026-08-13 00:00:00,,,,,24,Hours,291.49,11.854000,291.49,INV-GOO-202608,Google,291.49,11.854000,OnDemand,24,Hours,Google,Google,us-central1,us-central1,projects/prod-analytics/zones/us-central1-a/instances/analytics-worker-02,analytics-worker-02,compute/instance,Compute,Compute Engine,SKU-GCP-E16-01,SKUP-SKU-GCP-E16-01,sub-gcp-data-platform,data-platform,"{""team"": ""data-platform"", ""provider"": ""Google"", ""env"": ""prod""}",prod-analytics
